Event	ID	Name			Wwise Object Path	Notes
	29834681	Play_Lvl1_Music			\Default Work Unit\Music\Play_Lvl1_Music	
	387540179	Play_Stone_Insert			\Default Work Unit\Trigering_Stuf\Play_Stone_Insert	
	441572235	Play_Water			\Default Work Unit\Environement\Play_Water	
	530125689	Play_Anubis_Attack			\Default Work Unit\Anubis\Play_Anubis_Attack	
	562256996	Play_Player_Jump			\Default Work Unit\Player\Play_Player_Jump	
	573222996	Play_Portal_Working			\Default Work Unit\Environement\Play_Portal_Working	
	851501667	Play_Mumia_Agro			\Default Work Unit\Mumia\Play_Mumia_Agro	
	943022013	Play_Mumia_Hit			\Default Work Unit\Mumia\Play_Mumia_Hit	
	1054154995	Play_Artefact_Voice			\Default Work Unit\Artefacts\Play_Artefact_Voice	
	1172205655	Play_Player_Take_Damage			\Default Work Unit\Player\Play_Player_Take_Damage	
	1461641338	Play_Player_Die			\Default Work Unit\Player\Play_Player_Die	
	1569235226	Play_Step_Stone			\Default Work Unit\Player\Play_Step_Stone	
	1881398934	Play_Player_Reborn			\Default Work Unit\Player\Play_Player_Reborn	
	2216606755	Play_Fog_Dissapear			\Default Work Unit\Trigering_Stuf\Play_Fog_Dissapear	
	2228153899	Play_Menu_Music			\Default Work Unit\Music\Play_Menu_Music	
	2495563692	Play_Mumia_Step			\Default Work Unit\Mumia\Play_Mumia_Step	
	2751653356	Play_use_stuff			\Default Work Unit\Player\Play_use_stuff	
	2915718306	Play_Step_Gravel			\Default Work Unit\Player\Play_Step_Gravel	
	2979878043	Play_Anubis_Step			\Default Work Unit\Anubis\Play_Anubis_Step	
	3015324718	Play_Fire			\Default Work Unit\Environement\Play_Fire	
	3120015350	Play_Mumia_Attack			\Default Work Unit\Mumia\Play_Mumia_Attack	
	3155164924	Play_Anubis_Agro			\Default Work Unit\Anubis\Play_Anubis_Agro	
	3258421893	Play_Step_Sand			\Default Work Unit\Player\Play_Step_Sand	
	3309238901	Play_Portal_Activating			\Default Work Unit\Trigering_Stuf\Play_Portal_Activating	
	3489147708	Play_Anubis_Hit			\Default Work Unit\Anubis\Play_Anubis_Hit	
	3502518326	Play_Player_Step			\Default Work Unit\Player\Play_Player_Step	
	3669466544	Play_Scarab			\Default Work Unit\Trigering_Stuf\Play_Scarab	

Switch Group	ID	Name			Wwise Object Path	Notes
	1834394558	Surface			\Default Work Unit\Surface	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Surface			
	1216965916	Stone	Surface			
	2185786256	Gravel	Surface			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8517536	Death_Theme	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\58\{58984D0B-9AD9-7552-1F2B-E270CF7EFBE0}.wem		\Interactive Music Hierarchy\Default Work Unit\Death_Theme\Death_Theme\Death_Theme		76155
	9079806	jump-003	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\7C\{7C46A69F-F468-2383-5AF9-A6D12DDD2C2F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Jump\jump-003		13904
	41921166	mob dmg-004	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\23\{231122E7-D898-9BD9-F7C2-7E149B22A31E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Take_damage_flesh\mob dmg-004		27728
	101509122	anubis step-005	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\D4\{D47EE781-059D-E17A-42A0-036B017ADE6F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anubis\Anubis Step\anubis step-005		45944
	108162736	death-003	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\95\{95A12CA5-AF2E-ECAB-7652-829E28774C69}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Death\death-003		50768
	139821229	step_gravel-002	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\1D\{1DBAD5A9-1D1B-751F-9B82-0A4E6196903B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Steps\Graviy\step_gravel-002		9440
	166301828	mumia_agro-004	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\21\{21ED8171-C396-68FF-D52B-304F1E617668}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Mumia\Scream\mumia_agro-004		29024
	226745581	death-001	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\2B\{2B5B5550-AC70-C08D-D34D-A325D66FED51}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Death\death-001		76112
	256049301	anubis step-003	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\02\{02CF7EFF-B801-D0CD-19F5-BF0324338B6B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Anubis\Anubis Step\anubis step-003		45944
	261843230	mumia_agro-001	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\2A\{2A680894-64C5-C38D-9955-84BF9CEDB343}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Mumia\Scream\mumia_agro-001		29024
	284869909	step_concrete-003	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\5F\{5FCDD496-74DD-3193-740A-3975E9FF12D3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Steps\Stone\step_concrete-003		728
	295658025	step_concrete-005	I:\GAMES\PROJ\EGYPT\EGYPT_WwiseProject\.cache\3A\{3AB2900B-89F6-966C-59E0-26722E39B093}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Steps\Stone\step_concrete-005		1304
